only	11.040247678018575
occur	10.96676737160121
serve	10.926470588235293
milk	10.919402985074626
avoid	10.88
teach	10.864077669902912
available	10.856269113149848
guess	10.855633802816902
vast	10.823529411764707
quickly	10.804054054054054
suspicious	10.79611650485437
client	10.79179810725552
grocery	10.790613718411553
transportation	10.7875
necessarily	10.77257525083612
sun	10.765765765765765
exercise	10.75974025974026
knife	10.757097791798108
leave	10.755852842809364
college	10.744047619047619
positive	10.741214057507987
second	10.728522336769759
wide	10.726027397260275
steak	10.725694444444445
lonely	10.719626168224298
objective	10.717857142857143
thick	10.705882352941176
offer	10.694158075601374
disappointed	10.690184049079754
garbage	10.689873417721518
studio	10.689855072463768
response	10.68923076923077
their	10.683636363636364
born	10.682119205298013
road	10.681114551083592
dad	10.6741214057508
national	10.668852459016394
split	10.662162162162161
reserve	10.661538461538461
illegal	10.655172413793103
professional	10.655063291139241
bag	10.651245551601424
plus	10.646864686468646
wind	10.646853146853147
worth	10.646153846153846
later	10.643962848297214
inform	10.643598615916956
system	10.626865671641792
tonight	10.626582278481013
alive	10.619377162629759
bone	10.617543859649123
maybe	10.617088607594937
memory	10.616883116883116
slowly	10.616438356164384
former	10.613636363636363
attention	10.609929078014185
essay	10.606666666666667
expensive	10.605839416058394
lot	10.604863221884498
candidate	10.60472972972973
latter	10.60179640718563
cookie	10.60135135135135
find	10.60064935064935
united	10.597938144329897
similar	10.596026490066226
employee	10.594936708860759
gross	10.59375
engineering	10.593639575971732
quote	10.590747330960854
technical	10.584664536741213
i	10.583596214511042
reason	10.576666666666666
dead	10.576051779935275
practice	10.573667711598747
county	10.573248407643312
respond	10.573248407643312
childhood	10.572881355932203
of	10.570967741935483
how	10.564784053156146
purpose	10.563291139240507
provide	10.56271186440678
control	10.557553956834532
wall	10.556231003039514
effect	10.555956678700362
noise	10.554054054054054
survey	10.553398058252426
encourage	10.552050473186119
march	10.551971326164875
calendar	10.551495016611296
complete	10.551495016611296
craft	10.55109489051095
comprehensive	10.550819672131148
me	10.54746835443038
mirror	10.546712802768166
lab	10.54632587859425
title	10.54632587859425
appear	10.545787545787546
black	10.545454545454545
yellow	10.544585987261147
perception	10.542763157894736
loss	10.542682926829269
roll	10.541420118343195
upper	10.54140127388535
what	10.540625
examine	10.539936102236421
pattern	10.534653465346535
here	10.533101045296167
flight	10.532608695652174
recently	10.53156146179402
signal	10.53048780487805
admit	10.528846153846153
curious	10.528813559322034
note	10.528481012658228
basically	10.52733118971061
way	10.526027397260274
